搜尋關鍵字,校系名稱及代碼,招生名額,性別要求,預計甄試人數,原住民外加名額,離島外加名額,願景計畫外加名額,甄試費,指定項目甄試日期,類別,術科考試,扶弱措施,科系校系分則網址,大學問網址
資訊傳播學系設計組（創作組）,元智大學資訊傳播學系設計組（創作組）(040142),32,不要求,96,2,無,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_040142.htm?v=1.0,https://www.unews.com.tw/School/Department/58/1501
資訊學院英語學士班、英文,元智大學資訊學院英語學士班(040152),16,不要求,48,2,無,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_040152.htm?v=1.0,https://www.unews.com.tw/School/Info/58
機械工程學系、機械,元智大學機械工程學系(040162),61,不要求,183,3,無,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_040162.htm?v=1.0,https://www.unews.com.tw/School/Department/58/1510
化學工程與材料科學學系、化工,元智大學化學工程與材料科學學系(040172),67,不要求,201,3,無,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_040172.htm?v=1.0,https://www.unews.com.tw/School/Department/58/1511
工業工程與管理學系、工工,元智大學工業工程與管理學系(040182),73,不要求,219,3,無,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_040182.htm?v=1.0,https://www.unews.com.tw/School/Department/58/1512
工程學院英語學士班、英文,元智大學工程學院英語學士班(040192),15,不要求,45,1,無,無,1000,112.05.20至112.05.21,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_040192.htm?v=1.0,https://www.unews.com.tw/School/Info/58
電機工程學系、電機,元智大學電機工程學系(甲組)(040202),77,不要求,231,3,無,無,800,--,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_040202.htm?v=1.0,https://www.unews.com.tw/School/Department/58/1506
電機工程學系、電機、apcs,元智大學電機工程學系(甲組)(APCS組)(040212),2,不要求,20,無,無,無,800,--,一般,否,否,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_040212.htm?v=1.0,https://www.unews.com.tw/School/Department/58/1506
電機工程學系、電機,元智大學電機工程學系(乙組)(040222),66,不要求,198,無,無,無,1000,112.05.20至112.05.21,一般,否,否,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_040222.htm?v=1.0,https://www.unews.com.tw/School/Department/58/1506
電機工程學系、電機、apcs,元智大學電機工程學系(乙組)(APCS組)(040232),3,不要求,30,無,無,無,1000,112.05.20至112.05.21,一般,否,否,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_040232.htm?v=1.0,https://www.unews.com.tw/School/Department/58/1506
電機工程學系、電機,元智大學電機工程學系(丙組)(040242),39,不要求,117,6,無,無,800,--,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_040242.htm?v=1.0,https://www.unews.com.tw/School/Department/58/1506
電機通訊學院英語學士班、英文,元智大學電機通訊學院英語學士班(040252),11,不要求,50,2,無,無,800,--,一般,否,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_040252.htm?v=1.0,https://www.unews.com.tw/School/Info/58
電機通訊學院英語學士班、英文、apcs,元智大學電機通訊學院英語學士班(APCS組)(040262),2,不要求,16,無,無,無,800,--,一般,否,否,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_040262.htm?v=1.0,https://www.unews.com.tw/School/Info/58
藝術與設計學系,元智大學藝術與設計學系(040272),30,不要求,240,2,無,無,1300,112.05.20至112.05.21,美術,是,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_040272.htm?v=1.0,https://www.unews.com.tw/School/Department/58/1497
資訊傳播學系設計組（美術組）,元智大學資訊傳播學系設計組（美術組）(040282),4,不要求,32,無,無,無,1300,112.05.20至112.05.21,美術,是,是,https://www.cac.edu.tw/apply112/system/6ColQry_forh112apply_8wzk94tv//html/112_040282.htm?v=1.0,https://www.unews.com.tw/School/Department/58/1501
