搜尋關鍵字,校系名稱,校系代碼,順序 1,順序 2,順序 3,順序 4,順序 5,學測採計,英聽,校系分則,去年分數
嬰幼兒保育學系(台北校區),康寧大學嬰幼兒保育學系(台北校區),11206,公民與社會(分科)x2.00,歷史(分科)x1.00,地理(分科)x1.00,--,---,---,---,https://university-tw.ldkrsi.men/go-to/uac?title=%E5%BA%B7%E5%AF%A7%E5%A4%A7%E5%AD%B8%E5%AC%B0%E5%B9%BC%E5%85%92%E4%BF%9D%E8%82%B2%E5%AD%B8%E7%B3%BB(%E5%8F%B0%E5%8C%97%E6%A0%A1%E5%8D%80)&id=11206,https://www.com.tw/exam/university_112_111.html
長期照護學系(台北校區),康寧大學長期照護學系(台北校區),11210,公民與社會(分科)x1.25,歷史(分科)x1.00,地理(分科)x1.00,--,---,---,---,https://university-tw.ldkrsi.men/go-to/uac?title=%E5%BA%B7%E5%AF%A7%E5%A4%A7%E5%AD%B8%E9%95%B7%E6%9C%9F%E7%85%A7%E8%AD%B7%E5%AD%B8%E7%B3%BB(%E5%8F%B0%E5%8C%97%E6%A0%A1%E5%8D%80)&id=11210,https://www.com.tw/exam/university_112_111.html
